9.715;12.896;15.436;14.118
5.051;11.511;8.331;7.602
25.545;19.808;14.445;21.09
19.206;18.982;15.391;26.009
10.922;16.077;10.683;13.128
8.441;11.897;16.685;14.509
11.581;20.848;17.709;11.475
25.478;31.146;23.173;22.592
12.997;17.072;11.336;15.121
8.895;20.081;14.243;27.569
16.589;20.142;11.862;18.729
14.364;12.335;12.426;11.152
11.467;38.406;33.315;33.588
15.28;20.628;19.535;22.117
8.286;12.242;22.837;30.573
8.671;12.24;14.838;18.017
19.428;15.415;12.805;11.677
22.822;28.203;11.653;20.81
9.872;27.76;19.977;14.997
11.576;11.934;16.257;14.196
17.267;19.52;11.103;10.561
11.391;9.762;14.833;13.688
10.569;10.044;11.409;14.821
37.812;74.356;52.157;70.951
5.031;8.499;8.487;21.13
11.307;15.288;12.775;23.244
5.073;8.567;9.325;7.993
14.603;20.312;15.095;24.811
14.892;16.25;29.269;15.687
9.835;16.648;11.527;14.914
11.434;12.289;19.563;17.534
16.729;19.197;12.016;10.187
6.071;10.785;8.596;8.256
11.37;10.229;17.988;13.475
11.257;23.032;15.25;10.85
19.118;17.133;18.343;23.912
7.414;10.775;13.736;13.054
15.838;18.765;16.92;16.824
13.512;22.676;21.07;21.916
9.889;11.033;10.999;17.353
9.532;7.611;7.832;9.692
22.861;21;23.101;35.783
10.907;16.081;19.57;38.814
7.007;7.957;12.446;25.604
11.64;9.796;11.033;7.684
5.657;7.014;9.96;3.469
6.304;1.712;1.358;2.908
7.639;7.992;7.557;7.62
29.03;16.959;25.349;31.108
13.519;18.041;30.518;21.49
14.083;18.223;14.691;22.138
15.792;15.387;15.752;19.124
18.753;14.379;15.648;22.865
11.237;13.122;23.711;13.279
14.411;23.384;17.717;14.457
7.655;10.808;13.109;14.445
8.375;11.956;10.023;11.265
19.239;34.651;22.294;21.438
14.702;12.646;16.738;14.158
14.489;9.795;14.308;13.414
14.43;11.376;16.473;10.856
14.682;23.937;34.41;13.662
6.822;9.883;10.619;8.363
7.36;9.013;9.252;9.818
14.597;11.639;10.598;13.073
23.722;17.089;25.035;29.518
8.083;15.092;15.765;10.871
9.238;11.639;7.932;9.787
13.102;13.471;17.453;15.124
8.474;18.836;11.46;10.522
9.919;19.835;15.599;19.271
16.831;20.677;20.587;35.354
10.046;18.821;22.988;26.231
12.919;24.493;22.505;15.735
8.746;7.707;11.971;21.194
20.464;30.329;18.347;23.564
6.916;14.458;8.962;11.983
19.97;29.704;34.706;15.145
10.374;12.998;13.775;13.873
13.307;16.366;20.599;25.875
25.78;21.196;17.638;16.819
26.636;14.171;9.105;19.624
10.056;13.75;14.851;13.345
12.642;11.577;11.924;10.668
13.638;23.064;25.525;20.965
10.997;12.261;12.488;8.635
13.09;11.498;8.389;14.64
12.649;7.818;12.998;11.614
8.806;14.644;10.593;8.177
6.757;8.147;10.105;10.645
19.077;12.602;14.443;13.574
16.356;41.153;40.265;32.314
23.858;17.428;25.133;17.618
11.203;11.428;15.386;23.489
8.865;11.437;8.983;19.191
15.272;25.837;16.873;18.207
7.338;11.147;11.092;9.759
4.942;14.438;7.636;9.556
9.848;34.528;44.667;13.681
9.562;12.277;9.629;7.228
8.259;20.533;13.052;14.522
9.042;15.728;17.071;18.12
20.589;15.847;26.785;23.13
